set,tier,name,traits,apiName,desc
9,1-Silver,Risky Moves,,TFT9_Augment_RiskyMoves,"Your Tactician loses 20 Health, but after 7 player combats, gain 26 gold."
9,1-Silver,Rolling For Days I,,TFT9_Augment_Commander_RollingForDays,Gain 10 free Shop rerolls.
9,1-Silver,Silver Spoon,,TFT9_Augment_SilverSpoon,Gain 10 XP.
9,1-Silver,Small Forge,,TFT9_Augment_Commander_SmallForge,Gain a component anvil and [gold] gold.
9,1-Silver,Social Distancing I,,TFT9_Augment_SocialDistancing,Combat start: Allies with no adjacent teammates gain 10% Attack Damage and 10 Ability Power.
9,1-Silver,Spoils of War I,,TFT9_Augment_DravenSpoilsOfWar,Enemies have a 25% chance to drop loot when killed.
9,1-Silver,Spoils of War I,,TFT9_Augment_Legend_DravenSpoilsOfWar,Enemies have a 25% chance to drop loot when killed.
9,1-Silver,Stationary Support I,,TFT9_Augment_StationarySupport1HR,"After 4 player combats, gain 1 Training Dummy(s) with 1 permanently attached Support item(s)."
9,1-Silver,Stationary Support I,,TFT9_Augment_StationarySupport1,"After 8 player combats, gain 1 Training Dummy(s) with 1 permanently attached Support item(s)."
9,1-Silver,Team Building,,TFT9_Augment_ArmyBuildingHR,Gain a Lesser Champion Duplicator. Gain another after 3 player combats. This item allows you to copy a 3-cost or less champion.
9,1-Silver,Team Building,,TFT9_Augment_ArmyBuilding,Gain a Lesser Champion Duplicator. Gain another after 5 player combats. This item allows you to copy a 3-cost or less champion.
9,1-Silver,Teaming Up,,TFT9_Augment_Commander_TeamingUp1,Gain 1 random component and 2 random 3-cost champions.
9,1-Silver,Tiny Grab Bag,,TFT9_Augment_TinyGrabBag,"Gain a random component, 2 gold, a Magnetic Remover."
9,1-Silver,Tiny Power I,,TFT9_Augment_Commander_TinyPower1,"Your team gains [ap]% Attack Damage, Ability Power, and Attack Speed."
9,1-Silver,Training Reward,,TFT9_Augment_TopDeck,Gain 5 gold and a Lesser Champion Duplicator.
9,1-Silver,Transfusion I,,TFT9_Augment_Transfusion,"Your units gain 20 Health, plus 2 Health per missing Tactician Health."
9,1-Silver,Transfusion I,,TFT9_Augment_Legend_Transfusion,"Your units gain 20 Health, plus 2 Health per missing Tactician Health."
9,1-Silver,Unburdened I,,TFT9_Augment_AirspeedVelocity1,Your units without items equipped gain 30.0% Attack Speed.
9,1-Silver,Unified Resistance I,,TFT9_Augment_Formation1,"If you have 3 or more champions in the same row at the start of combat, they all gain [armor] Armor and Magic Resist."
9,1-Silver,Well-Earned Comforts I,,TFT9_Augment_Commander_WellEarnedComforts,Your units gain 70 Health for each item equipped.
9,1-Silver,Young and Wild and Free,,TFT9_Augment_YoungAndWildAndFree,You can always move freely on Carousel rounds. Gain 5 gold.
10,1-Silver,Good For Something I,,TFT10_Augment_GoodForSomethingSilver,Champions that aren't holding items have a [dropchance*100]% chance to drop 1 gold on death.
10,1-Silver,Help Is On The Way,,TFT10_Augment_HelpIsOnTheWay,"After [NumberOfCombats] player combats, choose 1 of 4 Support items."
10,1-Silver,Reach the Summit,,TFT10_Augment_ReachTheSummit,"When you reach Level 9, gain 50 XP and 10 Gold."
10,1-Silver,Silver Veil,,TFT10_Augment_SilverVeil,Your team gains 5% Attack Speed and is immune to the first crowd control effect in combat.
10,1-Silver,Sticks And Stones,,TFT10_Augment_SticksAndStones,"Champions that aren't holding items Shred and Sunder enemies for 3 seconds. Physical damage Sunders for 30%, and magic damage Shreds for 30%. Shred: reduces Magic Resist, Sunder: reduces Armor"
10,1-Silver,Stimpack,,TFT10_Augment_Stimpack,Gain 4 components after you lose 50 player health. (Health lost this game: [TFTUnitProperty.item:TFT10_Augment_Stimpack_HealthLost])
10,1-Silver,Switching Gears,,TFT10_Augment_SwitchingGears,Gain 3 gold whenever you break your win or loss streak.
10,1-Silver,Vampirism I,,TFT10_Augment_Vampirism,Your team gains 20 Health. Gain another 2 Health and 0% Omnivamp per 5 missing player health. (Omnivamp: healing for a percent of damage dealt)
11,1-Silver, The Golden Remover,,TFT11_Augment_GoldenRemover,Gain a Golden Remover and component item anvil. Golden Remover is an Item Remover with infinite uses.
11,1-Silver,Blood Money,,TFT11_Augment_SoulCollector,Gain [Gold] gold per [HealthPerGold] Health your Tactician loses.
11,1-Silver,Fine Vintage,,TFT11_Augment_FineVintage,Completed items left on your bench for [Rounds] rounds transform into Support&nbsp;Anvils.
11,1-Silver,Lunch Money,,TFT11_Augment_BloodBank,Every 8 damage you deal to enemy tacticians gives you 2 gold. Total Payouts: [TFTUnitProperty.item:TFT11_BloodBankPayoutTotal] Gold
11,1-Silver,Over Encumbered,,TFT11_Augment_OverEncumbered,"For the next stage, you only get 2 bench slots. After, get [Components] item&nbsp;components."
11,1-Silver,Pick of the Litter,,TFT11_Augment_PickOfTheLitter,"Open a special Shop with 3 free 3-cost champions. You can only pick 1, but you get 2 copies of it."
11,1-Silver,Pick of the Litter+,,TFT11_Augment_PickOfTheLitter_Plus,"Open a special Shop with 3 free 4-cost champions. You can only pick 1, but you get 2 copies of it."
11,1-Silver,Sharing Is Caring,,TFT11_Augment_SharingIsCaring,Combat start: You gain 1 gold and your opponent gains 1 gold.
11,1-Silver,Vampirism I,,TFT11_Augment_Common_ExampleAug,Your team gains [BaseHP] Health. Gain another [BonusHPPer5MissingHealth] Health and [OmnivampPercentPer5MissingHealth*100]% Omnivamp per 5 missing player health. (Omnivamp: healing for a percent of damage dealt)
11,1-Silver,Wandering Trainer I,,TFT11_Augment_WanderingTrainerSilver,Gain a Training Dummy with 1 permanently attached Emblems. Gain 1 gold.
13,1-Silver,Blade Dance,TFT13_Titan|TFT13_Rebel,TFT13_Augment_IreliaCarry,"Gain an Irelia. Your strongest Irelia gains 60.0% Attack Speed and gains a brand new Ability that dashes her between two targets, dealing physical damage to both."
13,1-Silver,Combat Medic,TFT13_Titan|TFT13_Crime,TFT13_Augment_FishCarry,"Gain a Steb. Your strongest Steb's Ability's Mana cost is reduced by 10, but no longer heals. Steb's spell grants 30% Omnivamp and strikes 3 times, each dealing 65.0%."
13,1-Silver,Guided Anomaly,,TFT13_Augment_GuidedAnomaly,Gain 10 free Anomaly rerolls. Unused rerolls are converted to gold. Gain 10 gold now.
13,1-Silver,Mad Chemist,TFT13_Titan|TFT13_Crime,TFT13_Augment_SingedCarry,"Gain a Singed. Your strongest Singed cannot attack but constantly runs, leaving a poison trail dealing magic damage over time. His Ability will always target himself and instead grants 30% Omnivamp and Move Speed."
13,1-Silver,This WILL Work,TFT13_Family|TFT13_Scrap|TFT13_Ambusher,TFT13_Augment_BlueCarry,"Gain a Powder. Your strongest Powder's explosion radius is increased by two hexes, has different damage falloff, but deals 50% damage to ALLIES."
13,1-Silver,Trolling,TFT13_Bruiser|TFT13_Scrap,TFT13_Augment_TrundleCarry,"Gain a Trundle. Your strongest Trundle's Ability no longer heals, but grants him 140% Attack Speed for 5 seconds, and permanently grants him 1.5% Attack Damage. His maximum mana is reduced by 50."
14,1-Silver,Adaptive Strikes,TFT14_Armorclad|TFT14_EdgeRunner,TFT14_Augment_JaxCarry,Gain a Jax. Your strongest Jax's attacks deal bonus magic damage every 3rd attack which gets stronger each time. His ability grants Attack Speed.
14,1-Silver,Button Mash,TFT14_Cyberboss|TFT14_Armorclad,TFT14_Augment_PoppyCarry,Gain a Poppy. Your strongest Poppy's ability is replaced with a 3-hit Wallop.
14,1-Silver,Cease and Desist,TFT14_Vanguard|TFT14_Suits,TFT14_Augment_ViCarry,"Gain a Vi. Your strongest Vi gains Attack Speed and her ability dashes to the farthest target within 3-hexes, Stuns, and deals bonus physical damage."
14,1-Silver,Wolf Unchained,TFT14_AnimaSquad|TFT14_Vanguard,TFT14_Augment_SylasCarry,"Gain a Sylas. Your strongest Sylas's ability deals more damage and recasts on kill, but his Health gain no longer scales with Ability Power."
15,1-Silver,Nine Thousand Volts,,TFT15_Augment_KennenCarry,Gain a Kennen. Your strongest Kennen becomes a ranged Marksman. He throws piercing Shurikens that can stun and deal magic damage.
15,1-Silver,Perfect Form,,TFT15_Augment_ZacCarry,Gain a Zac. Your strongest Zac becomes a Specialist. He now bounces around the battlefield dealing damage in a one hex radius.
15,1-Silver,Schoolyard Justice,,TFT15_Augment_GarenCarry,"Gain a Garen. Your strongest Garen becomes a Fighter. He no longer Heals, but deals more damage and executes weak enemies."
15,1-Silver,Tectonic Titan,,TFT15_Augment_MalphiteCarry,"Gain a Malphite. Your strongest Malphite becomes a Fighter, gaining increased Attack Speed. He now charges at nearby enemies, knocking them up and dealing heavy damage."
16,1-Silver,Air Axiom,,TFT16_Augment_AirAxiom,Gain an Air Hex. Champions within gain 25% Attack Speed and their damage 30.0% Sunders enemies for 5 seconds.
16,1-Silver,Artillery Barrage,TFT16_Yordle|TFT16_Defender,TFT16_Augment_RumbleCarry,"Gain a Rumble. Your strongest Rumble gains +7 Range and constantly fires missiles at enemies, increased with Attack Speed."
16,1-Silver,Earth Axiom,,TFT16_Augment_EarthAxiom,"Gain an Earth Hex. Champions within gain 40 Armor and Magic Resist. At 50% Health, they Stun enemies within 2 hexes for 2 seconds."
16,1-Silver,Fire Axiom,,TFT16_Augment_FireAxiom,Gain a Fire Hex. Champions within gain 15% Attack Damage and Ability Power. Their damage 0% Burns and 33.0% Wounds for 6 seconds.
16,1-Silver,Hammer of Orlon,TFT16_Demacia|TFT16_Yordle|TFT16_Juggernaut,TFT16_Augment_PoppyCarry,Gain an Illaoi. Your strongest Illaoi becomes a Fighter. Her Ability is replaced with an airborne slam that's recast when she kills her target.
16,1-Silver,Leap of Faith,TFT16_Bilgewater|TFT16_Brawler,TFT16_Augment_IllaoiCarry,Gain an Illaoi. Your strongest Illaoi becomes a Fighter. Her Ability is replaced with an airborne slam that's recast when she kills her target.
16,1-Silver,Rocket Fist,TFT16_Zaun|TFT16_Juggernaut,TFT16_Augment_BlitzcrankCarry,Gain a Blitzcrank. Your strongest one becomes an Attack Fighter. His Ability no longer shields but instead fires a hook towards the furthest enemy and gains powerful punches for a set amount of attacks.
16,1-Silver,Shadow Dash,TFT16_Ionia|TFT16_Brawler,TFT16_Augment_ShenCarry,Gain a Shen. Your strongest Shen becomes an Attack Fighter. His Ability is replaced with a dash that strikes low Health enemies. The number of dashes increases with each cast.
16,1-Silver,Trials of Twilight,TFT16_Ionia|TFT16_Demacia|TFT16_Warden,TFT16_Augment_XinZhaoCarry,"Gain 2 Xin Zhao. Your strongest Xin Zhao constantly strikes nearby enemies and executes enemies. After 2 player combats as a 3-star, unlock Zaahen. He replaces Xin Zhao and takes his items."
16,1-Silver,Trials of Twilight II,TFT16_Ionia|TFT16_Demacia|TFT16_Warden,TFT16_Augment_XinZhaoCarryII,"Gain 1 Xin Zhao and a Bloodthirster. Xin Zhao becomes an Attack Fighter. After 2 player combats as a 3-star, unlock Zaahen. At the start of the next 2 stages, gain a Lesser Champion Duplicator."
16,1-Silver,Vorpal Spikes,TFT16_Void|TFT16_Juggernaut,TFT16_Augment_ChoGathCarry,Gain a Cho'Gath. Your strongest Cho'Gath gains +1 Attack Range and his attacks launch spikes that deal magic damage based on his max Health.
16,1-Silver,Water Axiom,,TFT16_Augment_WaterAxiom,Gain a Water Hex. Champions within gain 3 Mana Regen. Their damage 30.0% Shreds enemies for 5 seconds.
16,1-Silver,Wood Axiom,,TFT16_Augment_WoodAxiom,"Gain a Wood Hex. Champions within gain 15% max Health. After combat, they permanently gain 55 Health."
17,1-Silver,Bonk!,,TFT17_Augment_NasusCarry,Gain a Nasus. Your strongest Nasus becomes an Attack Fighter with a single target Ability that gets stronger with each kill.
17,1-Silver,Precise Smithing,,TFT17_MarketOffering_Augment_PreciseSmithing,"Reforging items and Artifacts grants an anvil of the same value instead. Gain 1 component and 2 reforger now, and 1 reforgers every stage. Includes components and Radiant Items, but does not affect Emblems or Tactician's Items."
17,1-Silver,Shieldmaiden,,TFT17_Augment_LeonaCarry,"Gain a Leona. Your strongest Leona becomes an Attack Fighter that dashes through enemies to deal physical damage, stunning the first target hit."
17,1-Silver,Stellar Combo,,TFT17_Augment_AatroxCarry,Gain an Aatrox. Your strongest Aatrox becomes an Attack Fighter with an ability that swaps between three different strikes.
17,1-Silver,Termeepnal Velocity,,TFT17_Augment_PoppyCarry,Gain a Poppy. Your strongest Poppy becomes a ranged Attack Caster that flings a high-velocity Meep at her target.
17,1-Silver,Yasuo's Golden Hex,,TFT17_Augment_YasuoGodAugment_GoldenHex,"Paint a Golden Hex. The unit in the hex gains 250 health, 25% attack speed, and drops 1 gold on kill."
